comment_se	comment_en	tags
låt mig ändra pinkod för kort via internetbanken	let me change the PIN code for the card via the internet bank	Content; Praise; UX/UI issue; 
Hyfsat bra men dokumenten ni hänvisade till gick inte att läsa.	Pretty good but the documents you hnvisade to could not be read.	Praise; Tech issue / bug; Unable to open documents; 
SEB har förmåner för sin kunder så som bla rabaterade biobiljetter. vore inte detta något Swedbank kunde ha för sina kunder? 😊	SEB has frmner for its customers s blah Rabat conditioned movie tickets. would not this something Swedbank could have for their customers?	Extra benefits for customer; Requested feature; SEB; 
"Det går inte ringa till er även om jag identifierar mig vi mobilt bank id. Då måste jag tydligen registrera mig på något ytterligare ställe som man ""enkelt"" gör via internetbanken, lyckades inte lösa det. Det går heller inte att ända amorteringstakt via internetbanken utan att ändra hela lånet. Det går alltså inte att RINGA min bank och prata med någon utan att jag måste vara registrerad på sju olika ställen. Då måste jag besöka ert kontor istället och sist jag var där stod jag och vänta i 40 minuter då där fanns tre handläggare tillgängliga. Tillgänglig och personlig service kan Swedbank inte ens stava till. Byter till Länsförsäkringar så fort bindningstid gått ut på mitt lån. Skitbank."	"It is not possible to call you even if I identify us mobile banking ID. D I have to apparently sign me on something more stlle one ""simple"" gr via the internet bank, failed to read it. It makes nor the NDA amortization rate through internet bank without change throughout lnet. It makes this output has been to call my bank and talk to someone, but I have to be registered on seven different places. D must I bitter your office instead, and finally I was where I was standing, and Wait for 40 minutes d dr were three handlggare available. Accessible and personalized service Swedbank can not even spell. Switches to Lnsfrskringar's continued fixation gone out on my salary. Shit Bank."	Mentions leaving bank; Poor service in Branch; change loan repayment rate issue; 
"Enkelt.
Men avtalsdokumenten (de som börjar med DA-...) gick inte att öppna."	"Easy.
But the contract documents (those that begins with the DA -...) failed to open."	Praise; Tech issue / bug; Unable to open documents; 
"Önskar att man kan se och justera i ""utgiftskollen"" även när jag loggar in via dator, inte enbart i mobil-versionen (appen). Tack. "	"wish you to see and adjust the ""expenditure protocols"" Even when I log in via the computer, not only in the mobile version (app). Thanks."	Requested feature; Wrong categorisation  ; expense control on IB; 
Hur kan ladda Apple pay	How to download Apple pay	Apple Pay; Feedback on something else; Requested feature; 
"Hej. Mitt kort har blivit spärrat då jag slagit fel kod för många gånger. Hur gör jag nu??
Mvh R**************"	"Hi. My card has been sprrat d I entered the wrong code for many times. What makes me now ??
Mvh R **************"	Misunderstood feedback feature; Praise; Seeks customer support; 
"varför står alltt på engelska helt plötsligt jävla skitsida
"	why str alltt in English quite suddenly jvla crap page	English not expected on browser; Language problems; UX/UI issue; 
Jag ringde och valde personlig kundservice kommer fram efter 35 minuter och blir omkopplad till bolåneavdelningen där får höra att jag är först i kö, varefter jag blir bortkopplad och det tutar upptaget. Ringer upp igen och får höra att där är 38 minuters väntetid, seriöst? Så dåligt att jag saknar ord.	I called and chose the personalized customer service will be 35 minutes and will be switched to bolneavdelningen Dr. fr hear that I understand is called in, and then I get disconnected and receive busy tone. Call again and hear from Dr. r 38 minutes vntetid, serist? S dligt that I have no words.	Call dropped; Long phone queues; Phone que changes are frustrating; 
"månatlig insättning måste fyllas i trots att jag enbart vill ha enstaka tjänst med oregelbunden insättning. 
Tekniskt fel i näst sista punkten, alla dokument gick ej att läsa"	"mnatlig deposit must be filled in even though I only want a single service with irregular deposit.
Technical fault in the penultimate point, any document could not be read"	Tech issue / bug; Unable to open documents; form not fit for irregular deposit; 
Den jag nyss talade med (samtalet avslutat ca 15.*********) visste inte svaret på min fråga och när jag bad henne koppla över mig till en kollega misslyckades hon med det och kopplade istället bort mig. Hon var dessutom otrevlig. Då hade jag väntat i närmare 40 minuter på att komma fram.	The one I just spoke with (the call is completed about 15. *********) did not know the answer to my frga and when I asked her to switch me over to a colleague, she failed it and instead switched off me. She was also rude. D I had vntat in closer on 40 minutes to arrive.	Call dropped; Long phone queues; poor phone service; 
"Stort tack för att ni nu äntligen lagt till knappen ""skriv ut"". Något som kan bli mycket bättre är inramningen av de fält som är avsedda att skriva i. För oss äldre och kanske även med synsvårigheter är det i bland väldigt svårt att förstå vart man skall sätta markören. Tydligare inramningar alt göra lika de fönster som öppnas upp mot en svart bakgrund. Vi kämpar vidare! /"	"Many thanks for you now ntligen added button ""print"". Something that could be much better is the framing of the flt which is intended to write in. For us older and perhaps also with synsvrigheter is it among vldigt difficult to understand where to stta the cursor. Clearer frames alt few as the windows that opens up on a black background. We are struggling on! /"	Accessibility; Requested feature; improve input fields ; 
"det går bara att skriva en rad på denna sidan v
utseendet på betalda fakturor oöverskådligt

o pappersförbrukande"	"you can only write a number on this page v
look of invoices paid overskdligt
o pappersfrbrukande"	Feedback form broken for Edge; Tech issue / bug; Wrong categorisation  ; 
"Hej Swedbank. Denna nya version av internetbank är ju inte på någon punkt bättre än den gamla. Tvärtom.. jag tappar överblicken när alla bilder blir för stora. E-fakturor är ett bra exempel på hur en enkel lösning nu blir krånglig. Vill jag byta förfallodatum måste jag öppna varje faktura en-och-en. Tidigare kunde jag bara hoppa från ett fält till ett annat... 

mvh Thomas"	"Hello Swedbank. This new version of Internet banking is of course not on someone point better n the old. Tvrtom .. I lose verblicken No. All images are for large. E-invoicing is a good example of how a simple lsning now become krnglig. I want to change frfallodatum I have to open each bill one-and-one. Before, I could just jump from a flt to another ...

mvh Thomas"	Likes old website better; UX/UI issue; e-faktura; 
ÄNDRA BEF BELOPP PÅ FONDKÖP OCH INTE BEHÖVA LÄGGA UPP EN OCH EN ÖVERFÖRING FÖR ATT FÅ ETT JÄMNT BELOPP VILL INTE HA PROCENTUELL FÖRDELNING	THER BEF AMOUNTS AND NOT P FONDKP BEHVA Allocating by one and a VERFRING order to receive JMNT AN AMOUNT PERCENT does not want are broken down	Done/Will be done; Fund; Requested feature; 
Det borde gå att fördela pengarna lika mellan olika fonder, även när 100*inte är jämt delbara med antalet fonder. Dvs om man t ex vill spara i 3 fonder. För övrigt är det jättedumt att man måste radera allt man sparar en viss dag, om man vill radera sparande till ett fondkonto. Alltså måste man lägga upp det man ville behålla igen. Även avgifterna är otydliga.	It should g equal to allocate money between funds, vein No. 100 * JMT is not divisible by the number of funds. That is, if you for example want to save the three funds. Fr THER is the jttedumt that you have to delete everything to save a certain day, if you want to delete savings into a fund account. This output has been must be Allocating up what you wanted to retain back. vein charges is unclear.	Change allocation; Fund; Requested feature; 
"Man ser inte den text man har knappat
in för en transktion = man ser inte vilken
faktura man har betalat..!!
Dessutom har denna feedback-sida
ett fel som gör att man inte kan skriva
längre än bredden på pop-uppen
innan sidan hänger sig...
Detta är därför skrivet med många
rad-brytningar...
Feedback önskas till:
**************@******* 
"	"You do not see the text you have keyed
In for a transktion = you can not see the
invoice has been paid .. !!
Moreover, this feedback-side
a flaw that makes that you can not write
n p longer width pop-evident
before the page hnger to ...
This is why is written with many
-row breaks ...
Feedback nskas to:
************** @ *******"	Feedback form broken for Edge; Invoice issues; Tech issue / bug; 
Se till att bokföringstjänsten via SpeedLedger fungerar bättre. Det har varit många fel sedan tjänsten gjordes om och klickas fram via ett nytt tillvägagångssätt.  	Make sure bokfringstjnsten through SpeedLedger works better. There have been many errors since the laundry was done and clicked forward through a new tillvgagngsstt.	SpeedLedger; Tech issue / bug; Wrong categorisation  ; 
Avtalen fullständigt omöjliga att ta till sig all den informationen på ett vettigt sätt. Fick börja om 4 gånger för systemet hakade upp sig. Kunde inte fylla i den uppgift om vad jag ska göra, fanns inte som alternativ och finns ingen fritextruta.	The agreements fullstndigt omjliga to absorb all the information on a sensible way. Got Begin about 4 times from the system hooked up. Could not fill in the details of what to make, there was no alternative and is no fritextruta.	Had to start over the flow; Tech issue / bug; Too much information; 
"Denna länk är inte aktuell längre, ni borde uppdatera artikeln.

https://www.swedbank.se/privat/kort-och-betala/kort/bestall-nytt-kort.html?fbclid=IwAR0bPj797Ps8CaEd8ERKbO0KrztvU-lSo6EcFwaMjI-Y4AIU9PVyrn1kxIU"	"The CMA is no longer up to date, you should update the article.

https://www.swedbank.se/privat/kort-och-betala/kort/bestall-nytt-kort.html?fbclid=IwAR0bPj797Ps8CaEd8ERKbO0KrztvU-lSo6EcFwaMjI-Y4AIU9PVyrn1kxIU"	Information is outdated; Public pages; Wrong categorisation  ; 
"Totalt värdelös sida jämfört med den gamla.
Går inte att hitta uppgifter om avtalslängd på mina lån som fanns att se på gamla sidan.
Omständigt att lägga in rätt konto vid olika betalningar samt att ändra när betalningarna ska dras och fylla i till vad betalningarna ska dras till. Otroligt dålig vy över mina konton  och lån på samma sida."	"Total vrdels side compared to the old.
Gr not find information on avtalslngd on my salary there was to see on the old side.
Omstndigt that Allocating the right account for various payments and to change No payments are required and fill in for what the payments will be drawn to. Incredibly walk-through view over my accounts and salary on the same page."	Likes old website better; Navigation; UX/UI issue; 
ni har ju förstört allt, väldigt dåligt, ska nog byta till SEB	You've ruined everything, very bad, will probably change to SEB	Frustration; Mentions leaving bank; SEB; 
i just want to know about 14 stjarnor skan that deducted to my account 380kr because i cannot remember that i buy something to that place? and iwant to know the company and place for that because im at home only that time its annonymus..	I just want to know about 14 stars scanning That Deducted to my account 380kr Because I can not remember that i buy something to that place? and Iwant to know the company and place for That because im at home only That time its annonymus ..	Misunderstood feedback feature; Seeks customer support; does not recognize transaction; 
Varför förstöra den gamla sidan då man inte längre kan betala elektronikska dokument där. Den nya sidan är trög och seg och värdelös.	Why frstra the old part d can no longer pay elektronikska documents Dr. The new page is trg and tough and vrdels.	Frustration; Likes old website better; UX/UI issue; 
"Det nya sättet att månadsspara är jättebesvärligt. Tanken är säkert god men det är jättemånga funktioner som saknas som iprincip måste finnas.

Det går inte sätta att det är exakt 100kr i månaden när jag väljer flera fonder så behöver jag välja 16 eller 17%*i fonden, Skulle jag räkna i procent behöver jag spara 16.*****Men det går bara med jämn procent. Så jag tycker det borde gå att välja procent eller kronor.


Det går inte att ändra befintligt månadsspar....****utan man måste ta bort allt....

Det går inte att lägga upp månadsspar mer än 1 månad frammåt. jag skulle gärna vilja lägga in det 2-3*månader frammåt eftersommaren. 6månader frammåt borde gå tycker jag.

"	"The new sttet to mnadsspara is jttebesvrligt. The idea is good but safe it is jttemnga features missing that iprincip must be.

It is not possible stta that is exactly 100kr in mnaden No, I will choose several funds s need, I choose 16 or 17% * of the fund, I would count in percentage do I need to save 16th ***** But it makes only JMN percent . So I think it should g to choose percent or SEK.


It is not possible to change the existing mnadsspar .... ****, but you must remove all ....

It is not possible to Allocating up mnadsspar more than 1 mnad frammt. I would like to green Allocating into the 2-3 * months frammt after the summer. 6mnader frammt g should think."	Change allocation; Fund; Requested feature; 
"Ringde 3 gånger till er och blev ställd i kö  för att tala med försäkringsavd. Varje gång stod jag i kö mellan 15-***minuter. När det blev min tur så ringde det 2 signaler sedan tutade upptaget och så kopplades samtal bort. När jag ringer desperat för 4:de gången och berättar att jag måste få veta om min bil är försäkrad från måndag. Då klev en ängel vid namn David Xurban in och förklarade med lugn röst att han kan hjälpa mej och behöver inte koppla mej vidare. Han löste mina problem. Gav mej andra telefonnummer så jag lättare  ska komma fram. Inget var jobbigt eller krångligt för honom. Klona denna underbara kille och ge honom en löneökning så han stannar. Med fler personer som David till vår hjälp skulle nog fler välja Swedbank. Ett stort tack till denna underbara kille som räddade mej från att köra utan försäkring
Med vänlig hälsning, Y***** Z**********"	"Called 3 times to you and became stlld of k from talking to frskringsavd. Every time I stood in k between 15 - *** minutes. When it was my turn's called the two signals then honked busy and S disconnected call away. No. I'm calling desperately for 4th gngen and tells that I have to f know if my car is frskrad from Monday. D got an angel named David Xurban in and frklarade with calm voice that he can help me and do not need to connect me on. He lste my problems. Gave me a different number so I easier to arrive. Nothing was difficult or krngligt from him. Clone this wonderful guy and give him a lnekning's he stays. With more people like David vr assistance would probably choose more Swedbank. A big thank you to this wonderful guy who rddade me from the Kra no frskring
With vnlig hlsning, Y, Z ***** **********"	Long phone queues; Phone que changes are frustrating; Praise for adviser; 
"Hittar inte stället där man lägger till ny e-faktura. 
Bytt el-leverantör från Vattenfall till E.on,  och vill ansöka om e-faktura från dem. "	"Can not find the place where you add new e-billing.
Changed the electricity supplier from Waterfall to E.ON, and want anska e-invoice from them."	Invoice issues; Navigation; UX/UI issue; 
"Under förra versionen finns det ett ""Utökat meddelande"" som är totalt nödvänding för att koppla fakturor till betalningar.  Detta är ett måste - och hade dessutom vart bra om man kunde få den mer tillänglig än innan (istället för att behöva klicka på varje betalning)"	"During frra version, there is a ""Utkat message"" which is totally ndvnding from linking invoices for payment. This is a must - and had also spent great if you could f the more tillnglig n before (instead from the behva click on each payment)"	Invoice issues; Requested feature; Too many steps; 
"Sökfunktion. Om man har en flik som heter övriga tjänster, så bör nog tjänster som inte går att hitta någon annanstans finnas där. Som t.ex autogiro
"	Skfunktion. If you have a tab called Other services, br s enough services that are not gr to find someone else to be Dr. Such as direct debits	Navigation; Search; UX/UI issue; 
"Förstår inte vad som skulle vara bättre med ""nya"" internetbanken. Det är så mycket onödigt tryckande för att hitta rätt. Gamla var enklare genom att man bara kunde föra musen över menyerna för att se vad som dolde sig bakom. Det mesta tar mycket längre tid tex att betala flera räkningar på en gång. Jag kör alltid gamla så länge det går."	"Understands not what would be better with ""new"" internet bank. There is so much ondigt oppressive for finding the right. Old was easier by simply could fra mouse over menus to see on what lay behind. It usually takes much longer time for example to pay several REMARKS p Once. I always SEK old as long it makes."	Look and feel; Print multiple payments; UX/UI issue; 
"Denna sida har en allvarlig bug!
Man kan inte skriva längre än en rad innan
den hänger sig..!!
Detta är skrivet med flera radbrytningar
för att komma runt buggen.
Återkoppla till mig på:
**************@*******"	"This page has a serious bug!
You can not write longer n a row before
the hnger itself .. !!
This is written with several line breaks
In order to get around the bug.
terkoppla Me p:
************** @ *******"	Feedback form broken for Edge; Tech issue / bug; Wrong categorisation  ; 
Väldigt dåligt och oläsligt format jämfört med er gamla hemsida när man skrev ut transaktioner för bokföringen	Very bad and unreadable format compared to your old homepage No man wrote out transactions from bokfringen	Look and feel; Printing transactions; UX/UI issue; 
"Blivit lovad att bli uppringd rörande mins bolån, men inget händer.
Nu byter jag lånegivare!"	"Been promised to be called rrande mins boln, but nothing happens.
Now I change lnegivare!"	Customer Service; Follow-up issues regards mortgage; Wrong categorisation  ; 
När man skriver ut swish-inbetalningar så hamnar detta alltid på två sidor där enbart nån enstaka rad är på sidan två. Går det att justera så allt kommer på en sida?	When you print swish payments ports that are always on two sides where only nn single line is on page two. Makes it to adjust the increasingly appears on a page?	Printing transactions; Swish; UX/UI issue; 
Fältet för egna noteringar och meddelande till mottagaren är en katastrof. Hur kan man tro att man gör en notering/meddelande med tio tecken. Sedan måste dessa fält hanteras lika i hela systemet från registrering till utskrift av rapporter. 	Fltet from own notes and message to the recipient is a disaster. How can you believe that it makes a note / message with ten characters. Since these flt must be handled as in the entire system from registration to print reports.	Digital receipt; More characters in message field; Requested feature; 
Utskrift av kontoutdrag via pdf i nya internetbanken är snygg men Referensspalten är mycket smal samtidigt som 3 datumspalter tar mycket plats. Är även i omvänd datum ordning.	Printing of account statements via PDF in new internet bank is stylish but the reference gap is very narrow, while three date columns take much space. r vein omvnd in date order.	Praise; Printing transactions; Sorting; 
Det var smidigt att exportera till exel, men vill ha det i fallande ordning per datum. Som det blev på gamla sidan när man beställde rapporter. Lättare att kopiera in i bokföringen då.	It was easy to export to Exel, but want it in descending order by date. As it was on the old side No one bestllde reports. Easier to copy into bokfringen d.	Export; Requested feature; Sorting; 
Man kan inte avgränsa hur mycket man vill ha med	One can not avgrnsa how much you want to	Filter transactions; Look and feel; UX/UI issue; 
måste få med hela textfältet i pdf export annars tappas data.	must f the entire textfltet in pdf Export otherwise lost data.	Bug; Requested feature; UX/UI issue; 
CSV filen går inte att läsa in i mitt program	CSV file can not be locked into my program	Requested feature; Tech issue/bug; UX/UI issue; 
varje månad ska vi företagare bifoga ett kontoutdrag... I tidigare ver. kan man sätta datumintervall på utskriften. I denna nya ver saknas detta... **Hur gör man nu im man inte vill ha flera pr med på utskriften ???	every month we'll fretagare attach a bank statement ... In previous ver. can stta date range on printing. In this new ver missing this ... ** How gr now im not want to have several PR with p print ???	Filter transactions; Historical payments and transfers; Requested feature; 
hittar inget, en helt värdelös sida. Är så dålig att man vill byta bank	find nothing, a completely vrdels page. r's walk-through that you want to switch banks	Finding information is difficult; Mentions leaving bank; UX/UI issue; 
"varför står allting på engelska????
Knappast för era äldre kunder"	"Why is everything in English ????
Hardly from your older customers"	English not expected on browser; Language problems; UX/UI issue; 
"Er sidor är jättedåliga. Jag har för femtioelfte gången nu försökt greppa hur jag kan öppna (och stänga för den delen) kortköp på nätet, utan att lyckas.

Hur kan det vara så svårt att hitta informationen om det på era sidor? Det framstår för mig som en väldigt basal information.

Varför jag över huvudtaget bekymrar mig är för att en betalningsmetod krävs för att uppdatera en app. Jag blir dock bara frustrerad på eländet!"	"Er r jttedliga sides. I have for the umpteenth gngen now frskt grasp how I can open (and stnga for that matter) kortkp p ntet, without success.

How can it be so hard to find information about it on your pages? It framstr for me as a vldigt basic information.

Why I'm over all concerns me is for a method of payment is required for updating an app. I will, however, only frustrated p elndet!"	Cards function; Language problems; Navigation; 
Jag vill min IBAN numor kan ni skicka tack Salem.	I want my IBAN numor you can send thank Salem.	IBAN are hard to find; Misunderstood feedback feature; UX/UI issue; 
Utskrift  f.o.m. till t.o.m	Print f.o.m. to t.o.m	Praise; Printing transactions; Requested feature; 
"Jag var inloggad med bankdosa, fick veta att jag måste använda BankId. Fick ett fönster för att logga in, men det funkade inte. Till slut loggade jag helt ut och in igen med BankId från start, då funkade det. 

Borde gått att signa med BankId även om jag loggar in med dosa, eller iaf att instruktionen är korrekt om vad jag måste göra. "	"I was signed with a bank box, was told that I must use the BankID. Got a windows from logging, but it did not work. In the end, I logged completely out and back in with BankID from the start, d worked there.

Should gone to signal with BankID even if I log in with the box, or anyway that the instruction is correct about what I have to make."	Change log in method; Tech issue / bug; UX/UI issue; 
"Det finns en bug i appen, när man har skannat in fakturan och ska fortsätta med nästa, så finns inte möjligheten att skanna in igen. Man måste gå ""hem"" och tillbaka till betala/överför för att tända kameralänken igen. "	"There is a bug in the app, no one has scanned invoice and will continue with the next, there's not the possibility to scan again. You must go ""home"" and back to pay / verfr from the tnda kameralnken again."	Bug; app; ocr/scan; 
För mycket steg som behövs för att komma fram till det här 	Too much steps needed to arrive at the hr	Fund; Guide; Requested feature; 
Kunde inte skriva ut från min ipad.	Could not print from my iPad.	Print; Requested feature; iPad; 
Hur kan man göra en bra fungerande version av internetbanken så dålig	How to make a good working version of Internet Bank's walk-through	Fund; Guide; Requested feature; 
Det var enklare förut. Nya banken är inge vidare!	It was easier frut. The new bank is submit further!	Fund; Guide; Requested feature; 
Förenkla! Jag upplever sidan som väldigt rörig. Den gamla var enklare att hitta på!	Frenkla! I experience side vldigt rrig. The old one was easier to find the p!	Fund; Guide; Requested feature; 
"Svårt att förstå instruktionen. ""För att ändra en överföring behöver du först ta bort den befintliga..."" Det är ju ingen överföring utan ett sparande. Överföringen gör jag ju först iom att jag skapar en månatlig överföring från ett annat konto till Investeringsparkontot. Därefter uppmanas jag att vid skapandet av det månatliga nya sparandet uppge samma Investeringssparkonto både som mottagare och det jag drar pengarna från. Svårt för en icke bankman att förstå. Det enda jag ville göra är att höja mitt befintliga månadssparande. Onödigt krångligt."	"Difficult to understand instructions. ""In order to change a verfring need to understand remove the existing ..."" There is of course no verfring without saving. verfringen gr I understand the IOM that I create a mnatlig verfring from another account to the Investment Savings Account. Thereafter prompting me to the creation of the mnatliga new savings disclose the investment savings account, both as a receiver and I pull the money from. Hard for a non-banker to understand. The only thing I wanted to make is that Hja my existing mnadssparande. Ondigt krngligt."	Fund; Guide; Requested feature; 
Förklara ytterligare för att underlätta till eget pensionssparande, står på den gamla sidan att man ska trycka på nytt pensionsspar men det går aldrig att koppla ihop med privat pensionsspar under pensionsrubriken.	Explain further from the underltta to their own pension, str on the old side to be pressing the new pension savings but it never makes connecting with private pension savings during retirement header.	Fund; Guide; Requested feature; 
ha en fondlista med alla fonder i fönstret där man väljer sina fonder, sökfunktion är inte tillräckligt	have a reserve list of all funds in fnstret where one chooses their funds, skfunktion is not tillrckligt	Fund; Fund list; Requested feature; 
"Ge fler tips på vilka fonder som finns, t ex ""klimatvänliga"", bransch x, bransch y, svenska, europeiska, osv. Det är svårt att söka när man inte vet vad fonden heter!"	"Give more tips on which funds are, for example, ""klimatvnliga"" sector x, sector y, Swedish, European, etc. It is difficult to be No you do not know what the fund called!"	Fund; Fund list; Requested feature; 
Hur gör man för att ändra månadssparandet	How does one change the monthly savings	Fund; Guide; Requested feature; 
Hur svårt som helst att få till ett månadssparande!	How SVRT whatsoever to f to a mnadssparande!	Fund; Guide; Requested feature; 
otydligt hur man köper aktier/fonder	unclear how to buys stocks / mutual funds	Fund; Guide; Requested feature; 
Gör saker tydligt. Jag fattade nadda	Gr things clearly. I took nadda	Fund; Guide; Requested feature; 
Se till så att meddelanden kommer med i utskrifter på lista.	Ensure that's announcements bring in printouts p list.	PDF export; Printing transactions; Requested feature; 
presentera en guide i början	present a guide in the beginning	Fund; Guide; Requested feature; 
Jag använder briljant ekonomisystem och då innan ni har gjort dessa ändringar så har det fungerat utan problem att importera från bankgiro och plusgiro. 	I use brilliant financial systems and d until you have made these changes Nations has worked without problems to import from the bank and giro.	Bankgiro; Tech issue / bug; Transaction history; 
fungerade bra lite svårt att se hur man skrev ut listan nu bara men skapa en pdf och skrev ut den där ifrån.	worked great little difficult to see how they wrote out the list now only but create a PDF and printed on Dr. ifrn.	PDF export; Praise; Printing transactions; 
Kan inte öppna privat profil 	Can not open private profile	Requested feature; Switch profiles; UX/UI issue; 
"Bankgiro visar fel transaktion. 
Rörig meny. 
Vill kunna ändra färg då det är svårt nog att manövrera ändå. "	"Bankgirocentralen shows the wrong transaction.
Rrig menu.
Want to change the FRG d, it is difficult enough to manvrera nd."	Requested feature; Transaction history; UX/UI issue; 
Som företag måste man skriva ut e-fakturor för redovisning vilket fortfarande inte fungerar från appen.	As a company, you have to print the e-bills from accounts which still does not work from the app.	Printing transactions; Requested feature; e-faktura; 
Hur byter jag företag?	How do I COMPANY?	Requested feature; Switch profiles; UX/UI issue; 
Visa hur man byter företag	Show how to change the company	Requested feature; Switch profiles; UX/UI issue; 
Förut såg man ankommande betalningar från bgc direkt utan en massa klickningar. Det är överhuvudtaget fler klickningar i den nya för att hitta andra vyer och funktioner. Detta var ett rejält steg bakåt tyvärr.  	Fruit sg to incoming payments from BGC directly without a lot of clicks. It is verhuvudtaget more clicks in the new from finding other views and features. This was a step backwards rejlt tyvrr.	Requested feature; Transaction history; UX/UI issue; 
Skapa gärna en funktion så att man kan sortera efter datum INNAN man exporterar!	Creating green function so that you can sort by date before exporting!	Export; Printing transactions; Requested feature; 
"1. Jag hittar inte ens var man ska hitta bankgiroinbetalningar 
2. Var är alla våra lån? 

Varför lanserar ni MVPs? Bättre att vänta och lansera när allt är klart i det här läget. Det är ju basfunkktioner som ni utelämnat i dem här versionen "	"1. I can not even find where to find bank payments
2. Where are all our salary?

Why launches you MVPs? Better to Wait and launch No everything is clear in Mr. LGET. It is the basfunkktioner you utelmnat in them this version"	Bankgiro Link; Loans overview; Requested feature; 
Snabbknapp för o byta företag	Hotkey o switch companies	Requested feature; Switch profiles; UX/UI issue; 
"Hej!
Jag var nöjd med tidigare versionen sedan den hade mera aktiva tjänster utan inloggning! Tex. Valuta kalkylen, företags info osv."	"Hey!
I was satisfied with the previous version since it had been more active services without logging! E.g. Currency calculation, fretags info etc."	Currency; Företagsinformation; Requested feature; 
"Hej
jag har 5 europabetalningar och jag kan inte se varifrån de kommer i nya internetbanken. 
Och tydligen kan jag inte byta tillbaka till gamla,
behöver lite hjälp här"	"Hello
I have 5 European payments and I can not see varifrn they come in new internet bank.
And apparently, I can not switch back to the old,
need some assistance Mr."	International payments; Requested feature; UX/UI issue; 
När jag betalt föreningens fakturor så kommer det upp att DU ÄR NU KLAR MED 6 BETALNINGAR. Drar jag ner flaggan, för att se vilka jag betalt, så finns det ingen utskriftsikon där utan jag måste gå upp på raden ovanför banksidan för att kunna skriva ut. Jag tycker det är jättedåligt att det inte finns någon ikon. 	When I paid invoices freningens's coming up to YOU ​​R now completed 6 PAYMENTS. I pull the flag down, for to see what I get paid, there's no printer icon Dr. but I must go up on the line ovanfr banking side from being able to print. I think it is jttedligt that there is any icon.	Print payment; Requested feature; UX/UI issue; 
Det är allt för stor text vid val av utskrift av framtida betalningar.  I tillägg kom sid 2 allt för högt så texten på första betalning på sid två kom inte med.	There is too much text in the choice of printing in future payments. In additions came page 2 everything from HGT's text on the first payment on page TV did not come with.	Print payment; Requested feature; UX/UI issue; 
"Ange valfria extra kolumner hade varit trevligt. tex swishmeddelandet.
Sen så verkar den inte registrera att man är aktiv även fast jag klickar på transaktionsrader för att se infon som kommer upp i modalfönstret. Utan jag blir utloggad efter ett tag. Registrerar sidan bara att man är aktiv när man gör en fönsteromladdning eller går till en annan sida?"	"Set optional extra columns would have been nice. e.g. swishmeddelandet.
Sen's does not seem to register that it is active even though I click on transaction lines to see on the info that comes up in modalfnstret. But I will be offline for a while. Records the side just to r active No one makes a fnsteromladdning or goes to another page?"	Export; Requested feature; Transaction history; 
Hittar inte fondkurserna med historik	Can not find fund prices with history	Done/Will be done; Fund list; Requested feature; 
"Hela den ""nya"" internetbanken är fullständigt usel. Den gamla versionen av internetbanken var utmärkt. Bytet är ett totalt fiasko, fullständigt oseriöst. Som resten av verksamheten verkar vara."	"The whole ""new"" Internet bank is fullstndigt lousy. The old version of the internet bank was excellent. The change is an absolute failure, fullstndigt oserist. As the rest of the business seems to be."	General complaint; Look and feel; UX/UI issue; 
Bokföringsdatum vid utskrift 1-3**inte 31-*	Bokfringsdatum when printing 1-3 ** not 31- *	Improvement; Transaction history; UX/UI issue; 
Flera knapptryckningar innan utskrift än i gamla versionen	Several keystrokes before printing n the old version	Improvement; Transaction history; UX/UI issue; 
jag hittar inte faktura numret på inbet.	I can not find the invoice number p inbet.	Improvement; Transaction history; UX/UI issue; 
Gör det enkelt att skriva ut transaktionsrapporter för en given månad. Är företagare och vill ha den som i gamla versionen, fast enklare att hitta. Idag kan även i gamla versionen behöva sitta och leta i timmar för att hitta hur man beställer transkationsrapporter.	Makes it easy to print transaction reports for a given mnad. r fretagare and want it as the old version, the easier to find. Today, even in the old version behva sit and look for hours for finding how to best cherries transkationsrapporter.	Printing transactions; Transaction history; UX/UI issue; 
"Bättre med den gamla listan där jag bara lägger in lönesumman på varje person.
Nu tar det typ dubbelt så lång tid!"	"Since the old list where I just put lnesumman on each person.
Now take that kind twice as long time!"	Improvement; Payroll; UX/UI issue; 
"Mycket krångligare att göra överföringar mot tidigare ""layout"", för många steg istället för att enkelt kunna lägga till ett nytt konto som tidigare. Vi gör i princip alltid överföringar till nya konton (då vi är mäklare), vilket gör det nya upplägget väldigt omständigt för oss.

Väldigt dålig också att man kan skriva så få antal tecken i meddelanderaden, öppna gärna upp detta som det var tidigare."	"Very krngligare to make verfringar against former ""Layout"", for many steps instead for the easy Allocating a new account previously. We do almost always verfringar new accounts (d we r mklare), making the new upplgget vldigt omstndigt for us.

Vldigt walk-through also that you can write s f number of characters in the message line, open green up as it was before."	Adding new recipient; Payments; UX/UI issue; 
Jag hittar inte hur jag skall skriva ut en gjord betalning. Det finns säkert någonstans, jag fortsätter att leta.	I do not see how I can print out a payment made. There are safe somewhere, I'm continuing to look.	Historical payments and transfers; Printing transactions; UX/UI issue; 
"Saknas överföringsdatum på utskriften om överföringen görs omgående! Svårt att  bedöma när det hände om utskrift görs efteråt!
"	Missing verfringsdatum p printout of verfringen grass omgende! Difficult to bedma No it hnde on printing GRS afterwards!	Content; Payments; current payments and transfers; 
